distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
5.52,7.4,4.8,5,,Rain,Medium,Night,Bicycle,Suburban,Thursday,35.8
6.8,2.6,5.0,1,17.1,Storm,Low,Night,Bike,Suburban,Friday,45.4
3.52,2.3,,3,,Clear,Medium,Evening,Bike,Suburban,Saturday,44.6
6.27,2.2,3.4,4,12.3,Clear,Medium,Evening,Car,Urban,Tuesday,39.2
10.42,6.0,3.9,4,18.8,Clear,High,Evening,Bike,Rural,Saturday,75.2
4.5,2.9,4.0,6,15.2,Clear,High,Evening,Car,Urban,Friday,50.2
1.09,1.0,4.4,4,17.6,Cloudy,Medium,Morning,Bike,Urban,Monday,32.1
4.38,3.1,3.6,7,11.3,Rain,High,Afternoon,Bike,Urban,Wednesday,47.6
,2.3,3.5,5,9.8,Cloudy,High,Afternoon,Scooter,Urban,Monday,29.4
3.45,6.3,,5,18.7,Cloudy,Medium,Evening,Car,Suburban,Monday,37.9
5.26,10.3,3.9,4,11.6,Clear,Low,Afternoon,Car,Urban,Wednesday,28.4
1.62,1.0,3.9,2,17.7,Clear,Low,Afternoon,Scooter,Suburban,Tuesday,20.4
6.39,4.8,3.8,4,16.0,Rain,,Evening,Bike,Suburban,Sunday,57.7
2.44,6.8,4.0,4,10.5,Cloudy,High,Afternoon,Bike,Urban,Sunday,34.8
1.65,5.5,4.2,2,13.6,Clear,High,Morning,Bike,Suburban,Friday,31.9
5.77,2.3,3.2,5,15.3,Fog,Medium,Afternoon,Bike,Urban,Saturday,49.7
9.2,2.7,4.2,1,18.7,Cloudy,Low,Afternoon,Bike,Suburban,Sunday,38.6
6.26,3.4,4.4,5,17.8,Clear,High,Morning,Scooter,Rural,Wednesday,52.0
8.77,2.0,4.3,2,12.2,Cloudy,Medium,Afternoon,Bike,Urban,Thursday,45.3
2.18,3.9,5.0,3,18.0,Cloudy,Low,Afternoon,Bike,Suburban,Friday,19.7
,7.7,4.0,3,19.3,Clear,High,Afternoon,Scooter,Urban,Sunday,42.8
7.43,4.8,4.1,4,10.1,Rain,High,Afternoon,Bike,Urban,Saturday,54.5
5.28,0.8,4.6,4,17.7,Cloudy,Low,Evening,Bicycle,Suburban,Monday,46.2
1.2,3.1,4.2,3,7.7,Cloudy,Medium,Afternoon,Bike,Urban,Friday,25.0
9.73,9.6,4.7,6,12.2,Rain,Low,Night,Bike,Suburban,Tuesday,32.4
3.45,1.8,4.5,8,16.8,Cloudy,Low,Night,Car,Urban,Tuesday,31.8
3.67,5.4,4.2,1,5.0,Clear,Low,Afternoon,Scooter,Urban,Thursday,12.7
10.61,1.3,4.1,3,23.2,Clear,Medium,Afternoon,Car,Suburban,Friday,52.6
8.93,4.8,4.1,7,22.9,Clear,Medium,Afternoon,Scooter,Urban,Tuesday,46.8
8.48,2.7,4.1,6,19.2,Clear,Medium,Evening,Bike,Suburban,Wednesday,41.7
2.19,8.3,3.8,5,10.4,Clear,Medium,Evening,Scooter,Urban,Friday,23.1
4.49,8.3,4.4,4,24.8,Cloudy,High,Evening,Bike,Suburban,Tuesday,50.5
5.1,1.1,4.9,4,22.0,Clear,Medium,Afternoon,Scooter,Urban,Saturday,40.6
1.72,3.1,3.5,3,12.9,Clear,Medium,Evening,Bike,Urban,Thursday,26.2
1.24,2.5,4.6,6,15.1,Cloudy,High,Afternoon,Bike,Urban,Friday,34.2
3.29,5.4,4.2,3,19.6,Clear,Medium,Evening,Bike,Urban,Monday,37.5
11.9,12.8,4.5,7,7.5,Cloudy,High,Morning,Car,Rural,Sunday,75.2
0.5,3.0,3.9,5,14.6,Rain,High,Evening,Bike,Urban,Sunday,49.8
3.88,7.8,4.1,8,10.8,Clear,High,Evening,Bicycle,Urban,Tuesday,48.1
1.38,2.8,4.6,5,26.5,Clear,Medium,Morning,Bike,Suburban,Friday,34.1
6.75,3.7,4.1,3,14.5,Cloudy,High,Evening,Scooter,Urban,Saturday,53.6
4.62,3.0,4.5,6,18.1,Clear,High,Morning,Bike,Urban,Monday,50.8
1.36,5.4,3.9,4,11.8,Cloudy,High,Evening,Scooter,Urban,Friday,39.1
6.84,8.7,4.1,3,18.6,Rain,High,Morning,Car,Urban,Saturday,67.6
4.6,6.1,4.3,5,17.9,Cloudy,High,Night,Scooter,Suburban,Thursday,37.8
6.32,,4.3,6,18.1,Cloudy,Medium,Morning,Bike,Rural,Sunday,52.9
19.39,1.3,4.5,2,,Fog,Medium,Night,Car,Rural,Monday,73.7
5.51,2.0,4.0,5,14.8,Clear,Medium,Evening,Bike,Rural,Sunday,44.0
2.46,7.3,4.1,2,13.9,Fog,Medium,Evening,Scooter,Urban,Sunday,40.1
5.53,3.8,4.5,4,25.2,Rain,Medium,Evening,Car,Urban,Tuesday,51.3
10.08,4.1,4.7,5,26.2,Clear,Medium,Evening,Bike,Suburban,Thursday,53.9
4.67,,3.8,7,13.5,Clear,Low,Night,Scooter,Rural,Friday,34.8
7.74,3.5,4.6,5,36.0,Clear,Medium,Afternoon,Car,Suburban,Sunday,68.7
5.7,6.4,3.9,7,21.6,Fog,High,Evening,Bike,Urban,Tuesday,68.4
9.08,3.0,4.2,6,21.9,Clear,High,Morning,Bike,Suburban,Wednesday,64.4
8.06,2.6,4.3,7,17.2,Rain,Low,Evening,Bike,Suburban,Saturday,41.8
11.71,1.5,4.0,5,,Cloudy,Medium,Morning,Car,Rural,Wednesday,63.2
5.61,0.5,4.1,4,23.6,Cloudy,Medium,Evening,Scooter,Suburban,Friday,48.0
4.04,3.9,3.5,1,19.8,Cloudy,Medium,Evening,Scooter,Urban,Friday,41.9
9.32,5.6,4.4,4,12.1,Clear,Medium,Afternoon,Bike,Urban,Sunday,39.2
2.15,5.6,4.0,3,13.6,Clear,,Afternoon,Bike,Urban,Tuesday,34.6
4.0,7.5,4.1,4,12.4,Fog,High,Evening,Bike,Urban,Sunday,58.6
8.62,3.3,3.9,5,9.7,Clear,High,Evening,Bike,Rural,Friday,63.5
6.85,7.4,4.4,2,17.6,Fog,Low,Afternoon,Bike,Urban,Sunday,39.3
6.86,3.6,4.2,4,14.8,Storm,High,Evening,Bike,Urban,Monday,71.4
5.3,1.5,3.7,5,22.0,Clear,Medium,Night,Scooter,Urban,Friday,43.1
6.89,4.7,4.1,4,5.5,Cloudy,High,Morning,Scooter,Suburban,Saturday,45.0
5.59,1.5,3.8,3,18.2,Clear,Medium,Morning,Bike,Urban,Saturday,46.1
10.65,3.3,4.2,1,9.3,Cloudy,Medium,Morning,Scooter,Urban,Monday,46.6
2.09,6.7,4.4,4,24.6,Storm,,Evening,Bike,Suburban,Thursday,42.8
6.88,0.3,4.2,5,14.1,Fog,Medium,Afternoon,Bike,Urban,Monday,46.0
3.6,3.7,,4,27.2,Fog,High,Evening,Bicycle,Urban,Tuesday,74.2
4.24,2.1,4.6,4,14.5,,High,Evening,Scooter,Urban,Friday,43.9
11.16,6.7,3.8,2,11.2,Cloudy,High,Afternoon,Bike,Urban,Sunday,75.2
11.06,9.2,4.0,4,12.9,Clear,Medium,Night,Bike,Suburban,Friday,36.3
15.69,2.8,3.5,4,19.6,Fog,High,Evening,Scooter,Rural,Monday,110.8
2.71,5.2,4.0,4,17.0,Clear,Medium,Afternoon,Bike,Urban,Tuesday,32.3
5.22,1.1,3.9,4,13.9,Clear,Medium,Afternoon,Bicycle,Rural,Wednesday,41.0
1.36,4.2,4.4,4,17.1,Clear,High,Afternoon,Scooter,Suburban,Monday,32.3
9.84,1.6,4.3,2,27.4,Clear,High,Morning,Bike,Urban,Saturday,74.4
1.77,1.8,4.7,2,18.3,Clear,High,Morning,Scooter,Urban,Tuesday,41.1
3.14,3.1,4.0,4,10.3,Clear,Medium,Night,Scooter,Urban,Monday,25.1
8.36,1.8,4.3,4,13.6,Rain,Low,Afternoon,Scooter,Rural,Friday,45.1
2.47,4.3,4.4,8,23.1,Rain,High,Afternoon,Bicycle,Urban,Monday,55.0
0.76,3.5,5.0,2,9.1,Clear,High,Evening,Car,Urban,Wednesday,31.9
2.93,2.2,4.3,6,29.7,Rain,High,Evening,Bike,Suburban,Thursday,55.2
11.14,2.0,4.1,5,25.1,Clear,Low,Night,Bike,Rural,Monday,51.3
1.54,4.8,,2,13.1,Rain,Medium,Evening,Bike,Suburban,Thursday,27.9
2.21,5.6,4.3,2,21.6,Clear,Medium,Afternoon,Scooter,Suburban,Thursday,30.2
8.95,3.7,4.7,4,42.4,Cloudy,Low,Afternoon,Scooter,Urban,Friday,70.6
7.02,5.3,4.0,3,16.6,Clear,High,Night,Bike,Rural,Tuesday,52.1
3.71,1.5,3.9,1,15.7,Clear,Medium,Evening,,Urban,Wednesday,47.9
3.89,1.7,5.0,6,12.1,Cloudy,Medium,Night,Bike,Urban,Friday,32.2
6.83,2.2,3.7,5,13.1,Rain,High,Morning,Car,Rural,Monday,62.2
7.38,,4.5,7,15.2,Rain,Medium,Evening,Car,Urban,Monday,49.2
8.72,0.4,4.3,2,16.1,Clear,High,Evening,Bike,Urban,Wednesday,66.1
1.22,2.9,4.3,9,20.4,Cloudy,Low,Morning,Bike,Suburban,Monday,32.2
2.67,2.0,3.7,1,23.7,Rain,High,Evening,Bike,Urban,Monday,57.4
2.11,2.6,5.0,3,17.8,Clear,High,Evening,Car,Urban,Sunday,44.9
3.16,1.8,4.2,7,21.7,Clear,Medium,Morning,Bike,Suburban,Thursday,41.3
3.9,2.5,4.0,6,24.2,Clear,High,Afternoon,Car,Suburban,Thursday,52.1
0.81,3.5,3.6,4,18.1,Clear,Medium,Evening,Scooter,Suburban,Tuesday,28.5
3.88,5.1,3.4,2,,Clear,Medium,Afternoon,Scooter,Urban,Monday,29.3
0.55,7.1,4.4,5,39.1,Clear,Medium,Afternoon,Car,Urban,Saturday,56.4
11.12,2.8,3.8,3,9.3,Cloudy,Low,Afternoon,Scooter,Suburban,Friday,42.0
8.2,1.9,4.0,7,15.3,Cloudy,Low,Afternoon,Car,Urban,Sunday,45.0
4.45,0.8,3.9,2,10.6,Rain,Low,Night,Scooter,Urban,Monday,32.5
0.96,11.2,4.4,13,14.3,Cloudy,High,Evening,Bike,Urban,Monday,30.6
6.72,5.5,4.3,4,25.7,Clear,Medium,Morning,Bike,Urban,Friday,43.4
2.89,3.8,4.4,2,8.5,Fog,High,Night,Bike,Urban,Wednesday,46.7
7.77,1.1,4.5,3,9.1,Rain,Medium,Evening,Car,Suburban,Monday,45.1
12.43,0.4,3.9,8,23.8,Cloudy,Low,Afternoon,Bike,Rural,Wednesday,58.8
3.14,0.8,3.6,4,22.3,Clear,High,Evening,Scooter,Urban,Monday,45.9
3.67,2.3,4.1,2,,Cloudy,High,Morning,Bike,Suburban,Saturday,43.8
2.16,2.0,4.3,6,14.4,Cloudy,Low,Night,Scooter,Urban,Sunday,25.0
1.01,1.9,4.2,2,18.5,Rain,High,Evening,Car,Urban,Friday,44.4
3.83,2.1,3.4,10,20.9,Rain,High,Evening,Scooter,Suburban,Wednesday,51.5
6.08,6.1,4.2,5,15.3,Fog,High,Morning,Bicycle,Urban,Saturday,67.0
9.78,1.1,3.8,5,10.3,Fog,Low,Night,Bike,Rural,Friday,47.8
3.54,1.4,4.2,4,19.4,Cloudy,High,Morning,Bike,Urban,Saturday,51.8
5.58,1.5,4.5,7,28.1,Storm,Medium,Afternoon,Scooter,Urban,Thursday,59.5
3.46,2.2,3.2,4,30.4,Fog,Medium,Morning,Bike,Urban,Sunday,53.6
4.46,0.8,4.7,3,24.7,Clear,Medium,Evening,Scooter,Urban,Wednesday,44.8
7.2,4.6,,3,10.8,Cloudy,Medium,Morning,Car,Rural,Friday,41.7
3.77,1.9,4.5,7,16.5,Clear,Medium,Night,Bike,Suburban,Saturday,31.8
1.46,2.9,4.5,5,15.2,Clear,Medium,Evening,Car,Urban,Sunday,35.1
2.37,3.3,4.0,3,22.4,Clear,High,Morning,Bike,Urban,Sunday,47.8
10.91,2.5,4.3,4,26.7,Cloudy,Low,Morning,Scooter,Suburban,Wednesday,48.4
1.32,5.6,3.9,4,11.0,Clear,High,Morning,Bike,Suburban,Friday,30.5
11.39,7.0,3.5,10,30.5,Clear,Medium,Evening,Scooter,Urban,Wednesday,69.2
4.34,1.2,4.6,5,13.9,Clear,Medium,Evening,Bike,Urban,Friday,39.7
1.0,1.8,3.9,9,20.8,Cloudy,High,Morning,Bicycle,Urban,Tuesday,56.6
6.85,1.6,4.8,7,31.5,Fog,High,Evening,Bicycle,Urban,Thursday,88.5
1.26,1.0,4.5,6,12.0,Storm,High,Morning,Scooter,Urban,Sunday,52.1
6.43,5.0,3.8,8,26.2,Cloudy,High,Evening,Scooter,Urban,Saturday,61.9
5.17,4.3,4.4,3,12.7,Clear,Medium,Night,Scooter,Urban,Thursday,32.1
4.14,1.9,4.4,5,19.7,Rain,High,Evening,Scooter,Urban,Tuesday,53.4
4.75,1.8,4.8,5,15.2,Clear,High,Evening,Scooter,Urban,Wednesday,49.1
8.53,3.7,4.0,3,8.1,Storm,High,Evening,Scooter,Rural,Monday,80.2
3.37,2.7,4.1,2,16.9,Rain,High,Morning,Car,Suburban,Monday,46.5
11.92,3.8,4.3,5,13.0,Cloudy,Medium,Morning,Scooter,Urban,Sunday,56.6
9.15,2.1,4.2,5,9.7,Clear,High,Morning,Bike,Urban,Thursday,63.7
6.67,3.5,3.6,4,7.7,Clear,High,Afternoon,Car,Urban,Monday,51.7
3.06,5.8,4.5,4,,Cloudy,High,Evening,Bike,Suburban,Friday,47.4
2.85,3.0,4.8,4,6.5,Clear,High,Evening,Bike,Urban,Monday,38.4
4.91,8.2,4.2,6,19.5,Rain,High,Evening,Bicycle,Urban,Wednesday,58.9
8.05,3.8,3.7,3,10.6,Cloudy,High,Morning,Bike,Rural,Tuesday,60.2
3.4,0.5,4.1,5,20.4,Clear,High,Evening,Bike,Suburban,Tuesday,51.8
6.75,2.8,3.8,3,8.1,Clear,High,Morning,Scooter,Suburban,Thursday,48.4
9.37,4.8,4.1,2,9.2,Cloudy,Medium,Afternoon,Car,Urban,Friday,48.1
4.99,4.1,4.2,3,15.5,Clear,Medium,Evening,Bike,Urban,Thursday,36.9
4.55,4.7,4.4,2,15.2,Cloudy,Low,Night,Scooter,Suburban,Saturday,29.0
0.95,3.5,4.7,3,9.5,Cloudy,Medium,Evening,Bike,Urban,Sunday,27.3
6.54,7.9,4.4,8,22.9,Rain,High,Morning,Scooter,Suburban,Saturday,58.0
7.02,5.1,3.7,5,14.4,Cloudy,High,Evening,Bike,Suburban,Sunday,54.3
8.12,3.3,4.4,4,17.2,Clear,Medium,Morning,Bike,Urban,Sunday,47.3
16.76,3.9,4.0,4,21.7,Rain,High,Evening,Bicycle,Urban,Saturday,117.2
2.78,10.6,4.1,4,16.0,Rain,High,Evening,Scooter,Urban,Wednesday,46.9
10.2,7.5,4.1,2,16.7,Rain,Medium,Morning,Car,Urban,Tuesday,57.3
9.55,2.7,4.2,2,14.5,Cloudy,High,Morning,Car,Suburban,Friday,68.1
4.61,3.9,4.5,1,17.1,Rain,High,Morning,Bicycle,Suburban,Saturday,61.5
1.27,7.9,4.3,7,8.3,Clear,Medium,Night,Car,Urban,Saturday,24.8
8.84,1.4,3.7,7,18.3,Clear,Low,Afternoon,Bike,Suburban,Friday,41.3
10.41,2.3,3.6,4,24.1,Rain,Medium,Evening,Car,Urban,Saturday,67.6
1.63,6.0,4.4,4,17.5,Clear,Low,Evening,Scooter,Suburban,Friday,20.2
6.16,1.8,4.4,2,10.0,Rain,High,Evening,Bike,Urban,Friday,54.3
4.37,2.7,4.6,9,21.6,Clear,High,Morning,Bike,Suburban,Monday,49.3
4.21,3.8,4.1,5,20.6,Clear,High,Night,Bike,Suburban,Thursday,48.7
0.99,5.5,4.3,6,20.6,Clear,,Afternoon,Scooter,Urban,Monday,29.3
8.7,1.1,4.3,3,11.0,Rain,Medium,Evening,Car,Urban,Monday,50.8
3.08,5.7,3.6,5,15.9,Rain,High,Evening,Scooter,Suburban,Thursday,49.3
12.97,3.5,3.5,3,24.3,Clear,High,Evening,Bike,Urban,Monday,86.9
3.56,3.7,4.4,3,18.7,Clear,Low,Night,Bike,Suburban,Sunday,27.3
7.58,0.8,4.3,5,16.0,Clear,High,Morning,Car,Rural,Thursday,68.4
3.03,3.1,4.7,1,30.8,Clear,Medium,Afternoon,Bike,Suburban,Friday,44.1
3.69,1.3,4.9,4,20.0,Rain,Low,Afternoon,Scooter,Urban,Tuesday,36.3
3.62,8.3,4.0,6,17.9,Clear,Medium,Afternoon,Car,Suburban,Saturday,38.7
13.24,2.6,4.0,4,15.3,Clear,Medium,Morning,Car,Rural,Thursday,64.7
3.59,7.2,3.6,2,9.3,Clear,High,Morning,Scooter,Urban,Thursday,32.5
9.65,3.6,4.3,5,14.9,Cloudy,High,Afternoon,Scooter,Urban,Friday,65.9
8.58,7.3,3.4,5,23.3,Rain,,Afternoon,Bike,Urban,Thursday,71.9
7.85,0.6,3.8,5,19.8,Cloudy,High,Afternoon,Bicycle,Suburban,Friday,68.4
6.96,1.7,4.3,6,22.9,Cloudy,High,Evening,Scooter,Urban,Saturday,62.8
1.84,6.9,3.9,2,11.0,Storm,Medium,Evening,Scooter,Urban,Saturday,35.3
7.28,,4.1,2,18.3,Cloudy,,Afternoon,Bike,Urban,Wednesday,41.8
8.6,2.8,4.1,6,16.6,Rain,Medium,Afternoon,Scooter,Suburban,Sunday,47.9
10.03,2.1,3.7,5,11.3,Cloudy,High,Morning,Bike,Urban,Wednesday,67.0
1.05,1.1,3.4,4,25.4,Clear,Medium,Evening,Scooter,Suburban,Tuesday,35.6
8.33,0.7,4.4,4,19.1,Rain,Medium,Afternoon,Scooter,Suburban,Wednesday,52.4
5.54,0.7,4.1,5,21.3,Cloudy,High,Morning,Car,Rural,Wednesday,63.6
12.06,3.3,4.3,7,10.8,Cloudy,Low,Afternoon,Bike,Rural,Wednesday,46.0
5.68,3.2,4.1,4,11.3,Clear,Low,Afternoon,Car,Urban,Saturday,30.1
2.14,,4.1,4,10.9,Clear,High,Morning,Bike,Suburban,Friday,38.3
4.54,1.9,4.2,4,12.1,Fog,High,Evening,Scooter,Urban,Sunday,61.3
7.56,2.6,4.1,4,24.9,Clear,Medium,Evening,Bike,Rural,Monday,57.6
5.91,0.5,,7,13.6,Clear,High,Evening,Bike,Urban,Friday,54.0
4.41,3.8,3.8,5,19.3,Clear,Medium,Evening,Car,Suburban,Monday,43.9
5.39,4.1,5.0,3,17.2,Cloudy,High,Evening,Bike,Suburban,Thursday,48.5
3.45,4.8,4.5,2,10.5,Rain,High,Afternoon,Car,Urban,Wednesday,40.8
15.76,4.5,4.7,6,27.5,Cloudy,Medium,Evening,Bike,Suburban,Friday,71.6
5.49,3.0,4.6,9,19.6,Fog,High,Afternoon,Scooter,Urban,Saturday,63.2
3.05,8.3,4.0,3,22.3,Cloudy,Medium,Afternoon,Bike,Urban,Tuesday,34.5
2.91,2.2,4.1,6,16.1,Clear,High,Evening,Scooter,Urban,Tuesday,43.4
7.03,4.5,4.2,7,15.1,Clear,Low,Afternoon,Car,Urban,Wednesday,41.9
20.7,1.2,4.0,5,53.3,Clear,Medium,Afternoon,Scooter,Suburban,Tuesday,117.3
11.39,1.2,4.5,1,5.8,Rain,Medium,Evening,Bike,Rural,Friday,56.6
4.25,4.2,3.8,4,17.0,Clear,High,Evening,Car,Urban,Thursday,45.8
0.94,1.5,3.7,2,25.4,Clear,Low,Night,Scooter,Urban,Saturday,34.7
8.98,4.2,3.7,3,18.9,Fog,Medium,Afternoon,Bike,Rural,Sunday,58.8
2.73,4.4,4.0,4,19.6,Cloudy,Medium,Afternoon,Scooter,Suburban,Wednesday,32.0
0.88,8.8,4.0,2,22.0,Clear,High,Evening,Scooter,Urban,Sunday,39.2
5.93,1.1,3.9,4,,Rain,Low,Afternoon,Car,Rural,Saturday,44.9
6.47,1.0,4.2,5,11.8,Cloudy,High,Evening,Bike,Urban,Tuesday,48.5
3.23,3.4,3.7,5,15.2,Rain,Medium,Afternoon,Bike,Suburban,Saturday,33.8
7.54,6.8,4.4,2,17.9,Rain,High,Morning,Bicycle,Urban,Thursday,83.4
2.88,3.3,3.7,5,26.1,Clear,Medium,Morning,Scooter,Suburban,Friday,44.6
1.38,15.0,3.7,3,15.5,Clear,Medium,Evening,Scooter,Urban,Friday,24.4
2.51,4.1,3.9,1,19.1,Clear,High,Morning,Bicycle,Urban,Sunday,52.3
2.29,3.9,4.1,6,13.9,Rain,Medium,Afternoon,Bike,Suburban,Saturday,36.8
1.1,2.6,4.5,3,31.0,Cloudy,Medium,Afternoon,Bike,Urban,Saturday,44.3
1.91,4.6,4.1,3,19.1,Rain,High,Morning,Car,Urban,Wednesday,43.6
0.75,6.7,3.5,2,16.9,Cloudy,High,Afternoon,Scooter,Suburban,Sunday,37.2
0.7,3.7,4.3,5,20.2,Clear,High,Evening,Bicycle,Suburban,Friday,43.0
3.18,6.3,4.3,5,40.1,Clear,Medium,Morning,Scooter,Urban,Saturday,61.7
2.69,3.6,3.9,2,9.4,Clear,High,Evening,Bike,Urban,Saturday,39.2
17.73,1.1,4.2,4,10.5,Clear,High,Evening,Bike,Rural,Monday,97.6
1.98,0.9,4.7,6,16.1,Cloudy,High,Afternoon,Bike,Urban,Wednesday,41.8
3.02,5.2,3.8,4,9.8,Fog,Medium,Morning,Bicycle,Urban,Saturday,43.3
4.8,3.7,4.5,4,7.2,Clear,Medium,Evening,Bike,Urban,Sunday,33.4
7.89,6.5,4.6,5,22.3,Cloudy,Medium,Morning,Scooter,Urban,Saturday,47.7
15.41,5.3,4.2,6,21.1,Clear,Low,Afternoon,Bike,Rural,Thursday,66.9
4.84,0.9,3.7,9,28.5,Rain,Low,Night,Bike,Urban,Tuesday,51.4
3.79,2.3,4.6,2,6.6,Clear,Medium,Night,Bike,Urban,Thursday,28.7
2.41,1.6,4.5,3,23.7,Cloudy,High,Evening,,Urban,Wednesday,53.7
4.42,3.2,4.4,3,14.8,Clear,Medium,Afternoon,Bike,Urban,Sunday,35.2
9.3,3.0,,3,19.1,Clear,Medium,Evening,Bicycle,Urban,Friday,62.9
8.72,0.8,4.6,5,25.5,Cloudy,High,Evening,Car,Rural,Wednesday,83.2
5.58,2.1,3.8,3,22.0,Clear,Medium,Afternoon,Bike,Suburban,Thursday,41.3
7.28,2.1,4.5,5,23.9,Cloudy,Medium,Evening,Car,Urban,Sunday,55.5
5.27,4.4,4.0,3,18.9,Clear,High,Morning,Bike,Urban,Friday,52.1
5.93,3.1,3.5,6,25.3,Fog,Medium,Morning,Bike,Urban,Tuesday,57.2
5.16,1.9,,4,11.3,Clear,Low,Afternoon,Bike,Urban,Thursday,24.8
1.83,1.7,4.3,2,7.5,Cloudy,Medium,Morning,Car,Suburban,Thursday,29.6
4.5,0.8,4.2,4,8.7,Rain,Medium,Morning,Scooter,Urban,Wednesday,41.3
4.85,5.2,4.3,3,24.3,Cloudy,High,Evening,Bike,Suburban,Saturday,53.6
15.07,5.3,4.0,3,7.4,Clear,Low,Night,Scooter,Rural,Tuesday,46.3
2.43,6.9,4.2,4,40.6,Cloudy,High,Evening,Scooter,Urban,Thursday,66.5
10.01,2.0,4.4,1,17.4,Clear,High,Evening,Car,Rural,Thursday,76.1
3.17,8.3,5.0,6,10.6,Cloudy,Medium,Night,Scooter,Urban,Thursday,20.6
11.04,5.2,,3,23.0,Clear,Medium,Morning,Car,Urban,Friday,58.1
8.49,5.7,4.5,5,9.9,Rain,Low,Afternoon,Scooter,Suburban,Friday,37.1
4.64,2.5,4.4,5,8.8,Rain,Medium,Afternoon,Bike,Urban,Tuesday,31.2
0.5,2.3,4.2,2,7.6,Clear,Medium,Morning,Car,Urban,Wednesday,24.5
8.74,4.8,3.7,5,9.5,Clear,Medium,Evening,Bike,Suburban,Saturday,44.1
1.18,7.1,4.7,5,13.2,Clear,Low,Afternoon,Scooter,Urban,Sunday,18.8
0.78,8.3,4.2,1,17.4,Cloudy,High,Afternoon,Scooter,Suburban,Monday,32.3
7.56,7.6,3.9,2,29.0,Clear,Medium,Morning,Bike,Urban,Monday,55.5
5.74,4.3,3.8,3,10.4,Cloudy,,Morning,Bike,Suburban,Sunday,38.1
5.38,1.2,4.2,8,15.9,Cloudy,Low,Night,Scooter,Urban,Tuesday,29.7
2.52,0.2,3.8,4,28.1,Fog,High,Morning,Car,Urban,Sunday,70.3
1.0,5.5,3.9,4,16.0,Clear,Medium,Morning,Car,Urban,Saturday,31.0
0.5,1.7,3.9,5,29.4,Clear,High,Afternoon,Scooter,Suburban,Monday,45.1
5.36,10.1,4.2,5,11.5,Clear,High,Afternoon,Bike,Urban,Monday,37.8
4.03,7.4,4.4,8,17.9,Cloudy,High,Evening,Bike,Rural,Sunday,54.6
6.01,3.3,4.0,3,8.9,Clear,Low,Afternoon,Car,Urban,Tuesday,30.0
1.57,3.6,4.1,3,13.8,,Medium,Morning,Bike,Urban,Thursday,31.2
4.71,4.9,4.2,4,15.3,Clear,Medium,Afternoon,Car,Urban,Tuesday,37.6
1.76,3.5,3.9,3,16.0,Rain,Medium,Evening,Bike,Urban,Friday,41.3
12.91,5.1,,7,24.4,Fog,Medium,Evening,Bike,Rural,Saturday,77.2
5.2,3.3,4.0,3,26.5,Clear,High,Evening,,Urban,Friday,56.5
4.42,2.3,4.3,6,11.5,Clear,Medium,Evening,Scooter,Suburban,Monday,34.0
2.02,1.7,4.8,3,17.7,Clear,High,Evening,Scooter,Urban,Friday,42.6
1.12,2.4,3.7,3,22.0,Clear,Medium,Morning,Bike,Urban,Friday,39.2
5.38,3.8,4.2,6,16.3,Storm,Medium,Afternoon,Car,Suburban,Tuesday,49.0
6.95,1.5,4.1,4,9.6,Cloudy,Medium,Afternoon,Scooter,Rural,Saturday,46.0
4.22,6.0,4.1,3,22.4,Cloudy,Low,Afternoon,Car,Suburban,Friday,34.9
4.04,3.8,4.0,8,16.3,Fog,High,Evening,Scooter,Urban,Monday,54.0
3.85,2.8,4.6,3,27.1,Cloudy,Low,Afternoon,Bike,Suburban,Sunday,38.0
8.56,1.5,3.2,3,7.9,,Medium,Evening,Scooter,Suburban,Thursday,38.0
3.9,6.4,3.7,4,19.5,Cloudy,High,Evening,Scooter,Urban,Tuesday,47.5
1.8,8.1,4.6,4,29.5,Clear,Low,Afternoon,Scooter,Suburban,Monday,28.8
6.3,0.3,4.6,5,11.8,Clear,High,Night,Scooter,Urban,Wednesday,48.3
6.15,3.6,4.8,3,19.7,Storm,Medium,Evening,Bike,Suburban,Wednesday,52.8
8.05,7.2,4.3,6,11.4,Clear,High,Evening,Car,Rural,Wednesday,67.4
4.09,4.9,4.3,8,16.0,Cloudy,Medium,Afternoon,Bike,Rural,Saturday,39.1
5.18,0.9,3.4,5,15.6,Clear,Medium,Afternoon,Bike,Suburban,Friday,35.8
1.46,2.6,4.2,5,19.0,Clear,Low,Afternoon,Car,Suburban,Monday,28.7
5.22,1.4,4.4,5,21.7,Cloudy,High,Morning,Bike,Suburban,Friday,55.9
10.1,1.5,4.0,2,9.9,Rain,Low,Afternoon,Bicycle,Urban,Friday,48.5
6.24,3.4,4.1,9,38.2,Cloudy,Medium,Night,Scooter,Urban,Thursday,60.5
10.46,4.5,4.6,4,,Clear,High,Evening,Bike,Urban,Sunday,72.4
,,4.7,3,21.6,Clear,Medium,Morning,Bike,Urban,Wednesday,42.1
6.51,3.1,4.2,3,11.1,Cloudy,Low,Afternoon,Bike,Rural,Monday,35.0
4.58,4.5,4.1,4,29.0,Cloudy,Medium,Morning,Bike,Suburban,Monday,52.1
5.58,0.9,4.4,5,12.5,Rain,High,Morning,Bike,Urban,Wednesday,54.6
